Latitude,Longitude,Address,Property_type,Rooms,Home_size,Lot Size,Year_built,Parcel_number,RealtyID,County,Subdivision,Census,Tract,Lot,Zoning,Date,Sale_price,Estimated Value,url,zoning
33.787378000000004,-118.367046,5107 Willow Wood Rd,Single Family Residence,"3 beds, 2 baths","1,673 sqft","12,841 sqft",1956.0,7576013014,1110693940,Los Angeles,21271,1.0,670202.0,74,RERA10000*,09/15/2020,"$1,510,000","$1,501,000",https://www.realtytrac.com/property/ca/rolling-hills-estates/90274/5107-willow-wood-rd/154925168/,RERA10000*
34.175469,-118.430462,5753 Buffalo Ave,Single Family Residence,"3 beds, 2 baths","1,458 sqft","6,011 sqft",1937.0,2343006011,1110693962,Los Angeles,9821,2.0,124500.0,23,LAR1,09/15/2020,"$915,000","$845,000",https://www.realtytrac.com/property/ca/van-nuys/91401/5753-buffalo-ave/7238685/,LAR1
34.447945000000004,-118.668043,30530 San Martinez Rd,Single Family Residence,"4 beds, 2 baths","1,241 sqft","4,944 sqft",1970.0,3270016040,1110694674,Los Angeles,8676,1.0,920106.0,84,LCR1*,06/22/2001,,"$399,000",https://www.realtytrac.com/property/ca/castaic/91384/30530-san-martinez-rd/48932728/,LCR1*
,,1185 Tangerine Dr,Residential - Vacant Land,,,,,8406002183,1110696068,Los Angeles,,,,3,CVC3A*,09/15/2020,"$618,000",,https://www.realtytrac.com/property/ca/covina/91722/1185-tangerine-dr/328288168/,CVC3A*
33.841365,-118.376755,121 S Prospect Ave # 4,Condominium,"2 beds, 3 baths","1,470 sqft","13,497 sqft",1979.0,7506001036,1110696075,Los Angeles,35601,1.0,621301.0,,Tract:621301,09/15/2020,"$765,000","$804,000",https://www.realtytrac.com/property/ca/redondo-beach/90277/121-s-prospect-ave-4/154908677/,Tract:621301
33.806307000000004,-118.126171,2770 Montair Ave,Single Family Residence,"3 beds, 2 baths","1,192 sqft","6,613 sqft",1952.0,7222014008,1110698015,Los Angeles,16797,2.0,574201.0,95,LBR1N,09/15/2020,"$750,000","$711,000",https://www.realtytrac.com/property/ca/long-beach/90815/2770-montair-ave/154873593/,LBR1N
33.985588,-118.345184,4035 W 60th St,Single Family Residence,"2 beds, 2 baths","1,172 sqft","5,364 sqft",1936.0,4003006026,1110698049,Los Angeles,5525,2.0,235100.0,510,LAR1,09/15/2020,"$1,003,000","$883,000",https://www.realtytrac.com/property/ca/los-angeles/90043/4035-w-60th-st/23864641/,LAR1
34.165343,-118.320531,240 S Sparks St,Single Family Residence,"3 beds, 1 bath","1,055 sqft","6,074 sqft",1941.0,2445015016,1110700094,Los Angeles,10032,1.0,311700.0,47,BUR1YY,09/15/2020,"$825,000","$744,000",https://www.realtytrac.com/property/ca/burbank/91506/240-s-sparks-st/154425142/,BUR1YY
34.5293,-117.9632,Vac/ave R4 Drt /vic 100th Ste,Residential - Vacant Land,,,0.91 acres,,3041004038,1110700107,Los Angeles,9488,3.0,910001.0,159,LCA11*,09/15/2020,"$40,000",,https://www.realtytrac.com/property/ca/sun-village/93543/vacave-r4-drt-vic-100th-ste/241225849/,LCA11*
33.872559,-118.181652,912 E 65th St,Single Family Residence,"3 beds, 1 bath","1,149 sqft","4,553 sqft",1946.0,7115018001,1110700669,Los Angeles,7155,2.0,570501.0,1,LBR1N,09/15/2020,"$518,000","$500,000",https://www.realtytrac.com/property/ca/long-beach/90805/912-e-65th-st/18310183/,LBR1N
34.365553999999996,-118.54368899999999,23471 Glenridge Dr,Single Family Residence,"4 beds, 3 baths","3,081 sqft","14,542 sqft",1987.0,2827039027,1110700743,Los Angeles,38301,4.0,920313.0,45,SCUR1,09/15/2020,"$839,000","$876,000",https://www.realtytrac.com/property/ca/newhall/91321/23471-glenridge-dr/154460966/,SCUR1
33.997789000000004,-118.269929,4917 S San Pedro St,"Duplex (2 units, any combination)","3 beds, 2 baths","1,687 sqft","7,001 sqft",1922.0,5109008022,1110700777,Los Angeles,E CALDON,2.0,229300.0,8,LARD1.5,09/15/2020,"$500,000","$509,000",https://www.realtytrac.com/property/ca/los-angeles/90011/4917-s-san-pedro-st/46066049/,LARD1.5
33.829741999999996,-118.19849199999999,3942 Country Club Dr,Single Family Residence,"3 beds, 2 baths","2,343 sqft","13,725 sqft",1955.0,7140015004,1110792910,Los Angeles,10701,1.0,571800.0,12,LBR1L,09/17/2020,,"$1,048,000",https://www.realtytrac.com/property/ca/long-beach/90807/3942-country-club-dr/154863576/,LBR1L
34.436126,-118.557258,24034 Whitewater Dr,Single Family Residence,"3 beds, 3 baths","1,647 sqft","2,642 sqft",2005.0,2810091012,1110724168,Los Angeles,54312,1.0,920114.0,78,SCSP,09/15/2020,"$610,000","$616,000",https://www.realtytrac.com/property/ca/santa-clarita/91354/24034-whitewater-dr/154125747/,SCSP
34.243683000000004,-118.412108,9573 Omelveny Ave,Single Family Residence,"4 beds, 2 baths","1,170 sqft","8,135 sqft",1954.0,2626012009,1110726205,Los Angeles,18738,1.0,104821.0,18,LARS,09/15/2020,"$410,000","$510,000",https://www.realtytrac.com/property/ca/pacoima/91331/9573-omelveny-ave/25240702/,LARS
34.424271999999995,-118.43963600000001,28207 Ridge View Dr,Single Family Residence,"3 beds, 2 baths","2,036 sqft","10,726 sqft",1996.0,2839047029,1110727476,Los Angeles,45416-02,1.0,920039.0,29,SCUR1,09/15/2020,"$692,500","$697,000",https://www.realtytrac.com/property/ca/santa-clarita/91387/28207-ridge-view-dr/54835002/,SCUR1
34.124264000000004,-118.082624,6840 La Presa Dr,Single Family Residence,"4 beds, 2 baths","2,206 sqft","9,952 sqft",1949.0,5376010012,1110728811,Los Angeles,,2.0,480002.0,,LCR15000*,09/14/2020,"$1,390,000","$971,000",https://www.realtytrac.com/property/ca/san-gabriel/91775/6840-la-presa-dr/154621356/,LCR15000*
33.823954,-118.34941299999998,3703 W 225th St,Single Family Residence,"3 beds, 2 baths","1,356 sqft","5,263 sqft",1953.0,7368007009,1110734702,Los Angeles,19208,1.0,651102.0,9,TORR-LO,09/15/2020,"$863,000","$894,000",https://www.realtytrac.com/property/ca/torrance/90505/3703-w-225th-st/49098521/,TORR-LO
33.997445,-118.05218400000001,11715 Beverly Dr,Single Family Residence,"3 beds, 2 baths","1,890 sqft","11,421 sqft",1951.0,8126010009,1110735362,Los Angeles,CITRUS GROVE HEIGHTS,1.0,501501.0,59,WHR1YY,09/15/2020,"$725,000","$662,000",https://www.realtytrac.com/property/ca/whittier/90601/11715-beverly-dr/49087281/,WHR1YY
34.137539000000004,-118.128644,1066 San Pasqual St # 12,Condominium,"1 bed, 1 bath",835 sqft,1.32 acres,1962.0,5327003064,1110735958,Los Angeles,379,3.0,463500.0,13,PSR4,09/15/2020,"$525,000","$531,000",https://www.realtytrac.com/property/ca/pasadena/91106/1066-san-pasqual-st-12/10174846/,PSR4
34.152609999999996,-118.740751,5709 Fairview Pl,Single Family Residence,"5 beds, 3 baths","3,294 sqft","20,202 sqft",1981.0,2055020064,1110738050,Los Angeles,,3.0,800327.0,2,AHRA20000*,09/15/2020,"$2,000,000","$1,463,000",https://www.realtytrac.com/property/ca/agoura-hills/91301/5709-fairview-pl/51759902/,AHRA20000*
33.750885,-118.32068000000001,6508 Nancy Rd,Single Family Residence,"4 beds, 4 baths","3,132 sqft","10,083 sqft",1962.0,7557011005,1110738610,Los Angeles,8471,2.0,670702.0,5,RPRS13000*,09/15/2020,"$1,377,500","$1,388,000",https://www.realtytrac.com/property/ca/rancho-palos-verdes/90275/6508-nancy-rd/22324846/,RPRS13000*
34.033481,-118.404576,10101 Lovelane Pl,Single Family Residence,"3 beds, 3 baths","2,838 sqft","8,098 sqft",1952.0,4316017019,1110739385,Los Angeles,15593,5.0,269000.0,135,LAR1,09/15/2020,"$2,250,000","$2,492,000",https://www.realtytrac.com/property/ca/los-angeles/90064/10101-lovelane-pl/21388499/,LAR1
33.945136,-118.307124,10007 S Harvard Blvd,Single Family Residence,"3 beds, 2 baths","1,385 sqft","6,508 sqft",1939.0,6059002029,1110739958,Los Angeles,7464,1.0,238000.0,95,LAR1,09/15/2020,"$525,000","$566,000",https://www.realtytrac.com/property/ca/los-angeles/90047/10007-s-harvard-blvd/23997923/,LAR1
33.826293,-118.108297,3744 Conquista Ave,Single Family Residence,"2 beds, 2 baths","1,259 sqft","5,223 sqft",1954.0,7185026029,1110740002,Los Angeles,15435,5.0,573700.0,487,LCR1YY,09/15/2020,"$636,000","$680,000",https://www.realtytrac.com/property/ca/long-beach/90808/3744-conquista-ave/154683691/,LCR1YY
34.143622,-117.94561999999999,2671 San Pablo Way,Planned Unit Development (PUD),"2 beds, 2 baths","1,158 sqft","5,990 sqft",1981.0,8610001067,1110747854,Los Angeles,41717,5.0,430002.0,8,DUR16500*,09/15/2020,"$480,000","$433,000",https://www.realtytrac.com/property/ca/duarte/91010/2671-san-pablo-way/154987127/,DUR16500*
34.145173,-118.644451,23710 Park Belmonte,Single Family Residence,"5 beds, 4 baths","3,699 sqft","14,565 sqft",1976.0,2069004056,1110750553,Los Angeles,27698,2.0,800204.0,33,LCR110000*,09/01/1978,"$280,002","$1,386,000",https://www.realtytrac.com/property/ca/calabasas/91302/23710-park-belmonte/140447453/,LCR110000*
34.157334000000006,-118.36579499999999,10762 Camarillo St # 5,Condominium,"3 beds, 3 baths","1,740 sqft","8,174 sqft",2008.0,2421016080,1110751247,Los Angeles,,1.0,125502.0,1,LAR3,09/15/2020,"$750,000","$766,000",https://www.realtytrac.com/property/ca/toluca-lake/91602/10762-camarillo-st-5/206865002/,LAR3
34.052184999999994,-118.263888,1100 Wilshire Blvd # 1807,Condominium,"1 bed, 1 bath",770 sqft,0.62 acres,1986.0,5143029016,1110751940,Los Angeles,60706,1.0,209200.0,2,LACW,09/15/2020,"$515,000","$539,000",https://www.realtytrac.com/property/ca/los-angeles/90017/1100-wilshire-blvd-1807/144347451/,LACW
34.163964,-118.16434299999999,680 Westgate St,Single Family Residence,"2 beds, 2 baths","1,358 sqft","17,324 sqft",1952.0,5702021011,1110753199,Los Angeles,5914,1.0,461700.0,11,PSR4,09/15/2020,"$925,000","$757,000",https://www.realtytrac.com/property/ca/pasadena/91103/680-westgate-st/144578326/,PSR4
33.956562,-118.449805,6967 Trolleyway,"Duplex (2 units, any combination)","7 beds, 3 baths","2,424 sqft","3,247 sqft",1956.0,4116032040,1110753997,Los Angeles,8573,2.0,278102.0,4,LAR3,09/15/2020,"$4,400,000","$1,878,000",https://www.realtytrac.com/property/ca/playa-del-rey/90293/6967-trolleyway/154501241/,LAR3
34.181391999999995,-118.20268999999999,2163 Lenore Dr,Single Family Residence,"3 beds, 3 baths","2,301 sqft","10,995 sqft",1977.0,5658026015,1110673398,Los Angeles,25410,1.0,300901.0,1,GLR1R*,07/27/1983,"$240,000","$1,257,000",https://www.realtytrac.com/property/ca/glendale/91206/2163-lenore-dr/54754763/,GLR1R*
34.448419,-118.56148700000001,24154 Fushia Ct,Condominium,"3 beds, 3 baths","1,535 sqft",1.64 acres,2001.0,2810065035,1110674201,Los Angeles,48202-05,1.0,920108.0,5,SCUR3,09/15/2020,"$569,000","$546,000",https://www.realtytrac.com/property/ca/valencia/91354/24154-fushia-ct/45895163/,SCUR3
34.185629,-118.231443,1615 Don Carlos Ave,Single Family Residence,"3 beds, 3 baths","3,122 sqft","13,979 sqft",1935.0,5614005019,1110674743,Los Angeles,SELVAS DE VERDUGO,1.0,300701.0,19,GLR1*,09/15/2020,"$1,815,000","$1,664,000",https://www.realtytrac.com/property/ca/glendale/91208/1615-don-carlos-ave/40275643/,GLR1*
34.406332,-118.43832900000001,17426 Winter Pine Way,Single Family Residence,"4 beds, 3 baths","1,846 sqft","5,994 sqft",2011.0,2841050016,1110674767,Los Angeles,52833-05,1.0,920043.0,16,SCSP,09/15/2020,"$660,000","$654,000",https://www.realtytrac.com/property/ca/santa-clarita/91387/17426-winter-pine-way/219276594/,SCSP
33.861032,-118.361732,2614 Alvord Ln,Single Family Residence,"3 beds, 1 bath","1,167 sqft","5,464 sqft",1953.0,4158022009,1110674774,Los Angeles,18085,2.0,620602.0,109,RBR-1,09/15/2020,"$740,000","$860,000",https://www.realtytrac.com/property/ca/redondo-beach/90278/2614-alvord-ln/154511708/,RBR-1
33.824321999999995,-118.094954,7108 E Carita St,Single Family Residence,"3 beds, 2 baths","1,697 sqft","5,221 sqft",1953.0,7070011020,1110676074,Los Angeles,16619,1.0,573800.0,71,LBR1N,09/15/2020,"$830,000","$774,000",https://www.realtytrac.com/property/ca/long-beach/90808/7108-e-carita-st/10605849/,LBR1N
34.048308,-118.38321599999999,1700 S Wooster St,Single Family Residence,"3 beds, 3 baths","2,215 sqft","6,453 sqft",1937.0,4303008035,1110676149,Los Angeles,11716,3.0,217002.0,21,LAR1,09/15/2020,"$1,600,000","$1,550,000",https://www.realtytrac.com/property/ca/los-angeles/90035/1700-s-wooster-st/43718334/,LAR1
34.214594,-118.25334099999999,3761 Lockerbie Ln,Single Family Residence,"3 beds, 3 baths","2,400 sqft","16,912 sqft",1964.0,5617014032,1110676568,Los Angeles,17567,4.0,300701.0,13,GLR1RY,09/15/2020,"$1,245,000","$1,261,000",https://www.realtytrac.com/property/ca/glendale/91208/3761-lockerbie-ln/154780343/,GLR1RY
33.840099,-118.32465,624 Madrid Ave,Condominium,"4 beds, 3 baths","2,256 sqft","7,003 sqft",1990.0,7354004047,1110676606,Los Angeles,TORRANCE TR,1.0,650901.0,1,TORR-LM,09/15/2020,"$880,000","$807,000",https://www.realtytrac.com/property/ca/torrance/90501/624-madrid-ave/40248398/,TORR-LM
33.933893,-118.16843899999999,10520 Karmont Ave,Single Family Residence,"2 beds, 2 baths","1,167 sqft","6,274 sqft",1948.0,6233008024,1110676940,Los Angeles,14627,1.0,536102.0,201,SGR1YY,09/15/2020,"$565,000","$526,000",https://www.realtytrac.com/property/ca/south-gate/90280/10520-karmont-ave/30569480/,SGR1YY
33.920272,-117.98337,16263 Silvergrove Dr,Single Family Residence,"4 beds, 2 baths","1,586 sqft","6,347 sqft",1962.0,8036018003,1110676957,Los Angeles,24963,2.0,503702.0,158,LCRA6200*,09/15/2020,"$700,000","$759,000",https://www.realtytrac.com/property/ca/whittier/90604/16263-silvergrove-dr/49141431/,LCRA6200*
34.134495,-118.20868200000001,4918 Highland View Ave,Single Family Residence,"3 beds, 2 baths","1,526 sqft","6,021 sqft",1923.0,5686013009,1110676985,Los Angeles,5289,2.0,181400.0,28,LAR1,09/15/2020,"$1,237,000","$1,035,000",https://www.realtytrac.com/property/ca/los-angeles/90041/4918-highland-view-ave/40272187/,LAR1
34.182371999999994,-118.40562800000001,6145 Whitsett Ave # 3,Condominium,"3 beds, 3 baths","1,374 sqft","7,672 sqft",1979.0,2332018064,1110677398,Los Angeles,34097,3.0,123700.0,,LAR3,09/15/2020,"$414,000","$460,000",https://www.realtytrac.com/property/ca/north-hollywood/91606/6145-whitsett-ave-3/146654508/,LAR3
33.829390000000004,-118.373077,5531 Laurette St,Single Family Residence,"5 beds, 5 baths","4,083 sqft","16,184 sqft",2005.0,7516020013,1110678871,Los Angeles,18778,4.0,650702.0,97,TORR-LO,09/15/2020,"$1,885,000","$2,250,000",https://www.realtytrac.com/property/ca/torrance/90503/5531-laurette-st/154911968/,TORR-LO
34.144008,-117.839964,522 Thornhurst Ave,Single Family Residence,"3 beds, 2 baths","1,692 sqft","11,208 sqft",1975.0,8656003038,1110678872,Los Angeles,31732,1.0,400404.0,21,GDE5,09/15/2020,"$798,000","$808,000",https://www.realtytrac.com/property/ca/glendora/91741/522-thornhurst-ave/154584090/,GDE5
34.138445000000004,-118.43588899999999,13976 Aubrey Rd,Single Family Residence,"5 beds, 7 baths","8,146 sqft",0.58 acres,1996.0,2272032043,1110680155,Los Angeles,26135,2.0,141700.0,16,LARE15,09/15/2020,"$8,690,000",,https://www.realtytrac.com/property/ca/beverly-hills/90210/13976-aubrey-rd/154404353/,LARE15
34.152915,-118.34763999999998,212 N Valley St # 15,Condominium,"2 beds, 2 baths","1,258 sqft","15,648 sqft",1981.0,2485001144,1110681058,Los Angeles,36271,3.0,311600.0,,BUR5*,09/15/2020,"$593,000","$555,000",https://www.realtytrac.com/property/ca/burbank/91505/212-n-valley-st-15/43960962/,BUR5*
34.14884,-117.90413600000001,1527 N Nobhill Dr,Single Family Residence,"3 beds, 2 baths","1,824 sqft","10,294 sqft",1964.0,8684036055,1110681522,Los Angeles,26356,2.0,400604.0,50,AZR1AY,09/15/2020,"$718,500","$698,000",https://www.realtytrac.com/property/ca/azusa/91702/1527-n-nobhill-dr/49077277/,AZR1AY
34.216242,-118.400575,8012 Laurelgrove Ave,Single Family Residence,"3 beds, 2 baths","1,146 sqft","7,843 sqft",1948.0,2309013013,1110682008,Los Angeles,13302,1.0,121010.0,142,LAR1,09/15/2020,"$560,000","$488,000",https://www.realtytrac.com/property/ca/north-hollywood/91605/8012-laurelgrove-ave/24881905/,LAR1
34.660920000000004,-118.199193,3805 Balmont St,Single Family Residence,"4 beds, 2 baths","1,302 sqft","6,927 sqft",1987.0,3110026073,1110682065,Los Angeles,42470,3.0,901010.0,18,LRR17OOO*,09/15/2020,"$310,000","$292,000",https://www.realtytrac.com/property/ca/lancaster/93536/3805-balmont-st/3833615/,LRR17OOO*
33.931753,-117.988223,16040 Leffingwell Rd # 92,Condominium,"2 beds, 2 baths",960 sqft,2.38 acres,2006.0,8231038114,1110682364,Los Angeles,33761,3.0,503401.0,1,WHR4*,09/15/2020,"$375,000","$374,000",https://www.realtytrac.com/property/ca/whittier/90603/16040-leffingwell-rd-92/13787594/,WHR4*
34.0614,-118.43522,10645 Wilshire Blvd # 301,Condominium,"2 beds, 2 baths","1,540 sqft","12,844 sqft",1955.0,4360031011,1110682886,Los Angeles,34658,2.0,265202.0,,LAR5,09/24/1998,"$250,000","$832,000",https://www.realtytrac.com/property/ca/los-angeles/90024/10645-wilshire-blvd-301/15887954/,LAR5
33.780986,-118.35521899999999,4112 Quinlin Dr,Single Family Residence,"3 beds, 2 baths","2,063 sqft","9,561 sqft",1973.0,7575022077,1110683335,Los Angeles,26545,1.0,670201.0,144,LCRA15000*,09/15/2020,"$1,549,000","$1,495,000",https://www.realtytrac.com/property/ca/palos-verdes-peninsula/90274/4112-quinlin-dr/7032665/,LCRA15000*
33.9052,-118.0074,12011 Manzanilla Ct,Condominium,"3 beds, 3 baths","1,690 sqft",,2018.0,8034012021,1110685562,Los Angeles,,1.0,503601.0,1,LMR1AWH*,09/15/2020,"$670,000","$684,000",https://www.realtytrac.com/property/ca/la-mirada/90638/12011-manzanilla-ct/325996014/,LMR1AWH*
33.892462,-118.329252,3209 W 153rd St,Single Family Residence,"3 beds, 2 baths","1,182 sqft","5,900 sqft",1943.0,4070009027,1110685631,Los Angeles,12339,1.0,603702.0,27,LCR1YY,04/06/1992,,"$656,000",https://www.realtytrac.com/property/ca/gardena/90249/3209-w-153rd-st/154490455/,LCR1YY
34.202065999999995,-118.33746200000002,2558 N Buena Vista St,"Triplex (3 units, any combination)","4 beds, 3 baths","2,314 sqft","6,473 sqft",1951.0,2473020018,1110686100,Los Angeles,12320,3.0,310400.0,64,BUR4*,09/15/2020,"$1,000,000","$926,000",https://www.realtytrac.com/property/ca/burbank/91504/2558-n-buena-vista-st/154430760/,BUR4*
34.149636,-118.409741,4339 Bellaire Ave,Single Family Residence,"5 beds, 5 baths","3,829 sqft","7,322 sqft",2007.0,2375007100,1110686102,Los Angeles,9245,3.0,143500.0,117,LAR1,09/15/2020,"$2,300,000","$2,055,000",https://www.realtytrac.com/property/ca/studio-city/91604/4339-bellaire-ave/20730578/,LAR1
34.187656,-118.52653400000001,6431 Hesperia Ave,Single Family Residence,"2 beds, 1 bath","1,094 sqft","5,841 sqft",1950.0,2123014017,1110686957,Los Angeles,13921,3.0,132700.0,305,LAR1,09/15/2020,"$665,000","$613,000",https://www.realtytrac.com/property/ca/reseda/91335/6431-hesperia-ave/40257348/,LAR1
33.919028000000004,-118.107602,10607 Meadow Rd,Single Family Residence,"3 beds, 1 bath","1,029 sqft","5,151 sqft",1951.0,8021024013,1110687405,Los Angeles,13816,6.0,550300.0,68,NOR105,09/15/2020,"$536,000","$550,000",https://www.realtytrac.com/property/ca/norwalk/90650/10607-meadow-rd/154929882/,NOR105
34.250386,-118.26821799999999,6278 Day St,Single Family Residence,"3 beds, 2 baths",994 sqft,"5,100 sqft",1959.0,2571009043,1110687821,Los Angeles,18967,3.0,101300.0,32,LAR1,09/15/2020,"$773,000","$653,000",https://www.realtytrac.com/property/ca/tujunga/91042/6278-day-st/154439486/,LAR1
33.905181,-118.06033500000001,13826 Roper Ave,Single Family Residence,"3 beds, 1 bath","1,236 sqft","4,670 sqft",1956.0,8046024012,1110688319,Los Angeles,22418,3.0,552302.0,164,NOR15000*,09/15/2020,"$550,000","$552,000",https://www.realtytrac.com/property/ca/norwalk/90650/13826-roper-ave/146061687/,NOR15000*
33.787762,-118.32580300000001,2407 Chapman St,Single Family Residence,"4 beds, 2 baths","1,488 sqft","4,757 sqft",1969.0,7553019070,1110688789,Los Angeles,28367,2.0,670100.0,29,LOA1*,09/15/2020,"$815,000","$776,000",https://www.realtytrac.com/property/ca/lomita/90717/2407-chapman-st/15888209/,LOA1*
33.940987,-118.02455900000001,14357 Mulberry Dr,Single Family Residence,"3 beds, 2 baths","1,397 sqft","6,150 sqft",1953.0,8152005012,1110689204,Los Angeles,16528,2.0,503302.0,50,LCR35000*,09/15/2020,"$600,000","$625,000",https://www.realtytrac.com/property/ca/whittier/90604/14357-mulberry-dr/9849039/,LCR35000*
34.16283,-118.21264599999999,836 Calle La Primavera,Single Family Residence,"3 beds, 3 baths","1,548 sqft","5,723 sqft",1993.0,5663037002,1110689216,Los Angeles,45375,3.0,300901.0,43,GLR1-R*,09/15/2020,"$950,000","$928,000",https://www.realtytrac.com/property/ca/glendale/91208/836-calle-la-primavera/154787216/,GLR1-R*
34.42799,-118.556256,27025 Island Rd,Single Family Residence,"4 beds, 3 baths","3,676 sqft","7,361 sqft",2003.0,2811074035,1110689218,Los Angeles,52985,2.0,920115.0,63,SCSP,09/15/2020,"$1,075,000","$866,000",https://www.realtytrac.com/property/ca/santa-clarita/91355/27025-island-rd/20347102/,SCSP
33.827553,-118.338219,2931 Plaza Del Amo # 46,Condominium,"2 beds, 3 baths","1,186 sqft",3.09 acres,1985.0,7359029041,1110689601,Los Angeles,43319,1.0,650800.0,4,TOPR-MD,09/15/2020,"$645,000","$657,000",https://www.realtytrac.com/property/ca/torrance/90503/2931-plaza-del-amo-46/43723107/,TOPR-MD
34.177935,-118.5399,18645 Hatteras St # 274,Condominium,"1 bed, 1 bath",758 sqft,5.28 acres,1973.0,2156025203,1110689675,Los Angeles,26033,1.0,139302.0,1,LAR3,09/15/2020,"$312,000","$217,000",https://www.realtytrac.com/property/ca/tarzana/91356/18645-hatteras-st-274/40225188/,LAR3
34.047295,-118.26442,889 Francisco St # 3007,Condominium,,480 sqft,2.27 acres,2017.0,5144032076,1110690175,Los Angeles,,1.0,207710.0,3,LAC2,09/15/2020,"$463,000","$653,000",https://www.realtytrac.com/property/ca/los-angeles/90017/889-francisco-st-3007/323429659/,LAC2
33.911159000000005,-118.03683000000001,13129 Duffield Ave,Single Family Residence,"4 beds, 2 baths","1,112 sqft","5,812 sqft",1953.0,8044005010,1110690197,Los Angeles,18555,2.0,504101.0,188,LMR1*,09/15/2020,"$595,000","$582,000",https://www.realtytrac.com/property/ca/la-mirada/90638/13129-duffield-ave/53736504/,LMR1*
34.132076,-118.703601,26602 Goldenrod Pl,Single Family Residence,"3 beds, 3 baths","2,034 sqft","5,706 sqft",1990.0,2063038062,1110690199,Los Angeles,45321,3.0,800329.0,48,LCRPD1OOOO9.O,09/15/2020,"$955,000","$839,000",https://www.realtytrac.com/property/ca/calabasas/91302/26602-goldenrod-pl/46013660/,LCRPD1OOOO9.O
33.997248,-118.452568,2210 Penmar Ave,"Duplex (2 units, any combination)","4 beds, 3 baths","2,664 sqft","6,129 sqft",1928.0,4242029008,1110690986,Los Angeles,EAST VENICE OF AMERICA TR,2.0,273700.0,8,LARD1.5,09/15/2020,"$1,775,000","$1,683,000",https://www.realtytrac.com/property/ca/venice/90291/2210-penmar-ave/154536183/,LARD1.5
34.00196,-118.44143000000001,3750 Moore St,Single Family Residence,"3 beds, 2 baths","1,765 sqft","5,973 sqft",1937.0,4246017013,1110691828,Los Angeles,7626,3.0,272100.0,209,LAR1,09/15/2020,"$2,150,000","$1,932,000",https://www.realtytrac.com/property/ca/los-angeles/90066/3750-moore-st/49114966/,LAR1
33.863083,-118.04175,18541 Linda Cir,Single Family Residence,"4 beds, 3 baths","2,026 sqft","4,996 sqft",1968.0,7023012010,1110692365,Los Angeles,24864,3.0,554518.0,24,CERS5000,09/15/2020,"$910,000","$853,000",https://www.realtytrac.com/property/ca/cerritos/90703/18541-linda-cir/154852057/,CERS5000
34.06727,-117.87601000000001,3207 E Sunset Hill Dr,Single Family Residence,"4 beds, 3 baths","2,221 sqft","18,752 sqft",1973.0,8480005020,1110693685,Los Angeles,19665,1.0,406300.0,5,WCRA*,09/15/2020,"$819,500","$815,000",https://www.realtytrac.com/property/ca/west-covina/91791/3207-e-sunset-hill-dr/48986474/,WCRA*
34.086603000000004,-118.313864,847 N Wilton Pl,"Triplex (3 units, any combination)","3 beds, 3 baths","2,607 sqft","5,805 sqft",1920.0,5535004011,1110693728,Los Angeles,3445,1.0,191710.0,25,LAR2,09/15/2020,"$890,000","$1,156,000",https://www.realtytrac.com/property/ca/los-angeles/90038/847-n-wilton-pl/151723608/,LAR2
34.168009000000005,-118.40281,12390 Chandler Blvd # G,Condominium,"2 beds, 2 baths","1,416 sqft",1.74 acres,1974.0,2347027045,1110693767,Los Angeles,31534,1.0,124903.0,,LAR3,09/15/2020,"$570,000","$600,000",https://www.realtytrac.com/property/ca/valley-vlg/91607/12390-chandler-blvd-g/154413094/,LAR3
33.967942,-118.379084,7719 Osage Ave,Single Family Residence,"4 beds, 5 baths","3,626 sqft","9,952 sqft",1948.0,4104021013,1110694235,Los Angeles,13839,2.0,277100.0,59,LAR1,09/15/2020,"$1,600,000","$1,575,000",https://www.realtytrac.com/property/ca/los-angeles/90045/7719-osage-ave/28376523/,LAR1
34.397828000000004,-118.452003,26509 Cardinal Dr,Single Family Residence,"3 beds, 3 baths","2,531 sqft","6,579 sqft",1998.0,2841032013,1110694592,Los Angeles,47200-01,1.0,920043.0,32,SCSP,09/15/2020,"$737,000","$770,000",https://www.realtytrac.com/property/ca/canyon-country/91387/26509-cardinal-dr/49075882/,SCSP
34.32809,-118.424204,13414 Lochrin Ln,Single Family Residence,"3 beds, 2 baths","1,572 sqft","8,541 sqft",1976.0,2582017004,1110695057,Los Angeles,29347,2.0,106020.0,65,LARS,09/15/2020,"$715,000","$649,000",https://www.realtytrac.com/property/ca/sylmar/91342/13414-lochrin-ln/24491472/,LARS
33.748128,-118.33278100000001,3323 Crownview Dr,Single Family Residence,"6 beds, 8 baths","7,587 sqft",0.74 acres,1984.0,7566017015,1110695607,Los Angeles,25376,4.0,670702.0,77,RPRS20000*,09/15/2020,"$3,550,000",,https://www.realtytrac.com/property/ca/rancho-palos-verdes/90275/3323-crownview-dr/19766937/,RPRS20000*
33.785296,-118.10179699999999,6707 E Bacarro St,Single Family Residence,"3 beds, 2 baths","1,280 sqft","8,469 sqft",1954.0,7239004026,1110697255,Los Angeles,19781,3.0,574500.0,515,LBR1N,09/15/2020,"$700,000","$735,000",https://www.realtytrac.com/property/ca/long-beach/90815/6707-e-bacarro-st/54668583/,LBR1N
