latitude,longitude,address,property_type,home_size,lot_size,year_built,parcel_number,realtyID,county,subdivision,census,tract,lot,zoning,date,sale_price,estimated_value,sex_offenders,crime_index,enviornmental_hazards,natural_disasters,school_quality,url,bedrooms,bathrooms
33.973875,-118.366897,885 Kincaid Ave,Single Family Residence,1911.0,5010.0,1955.0,4017015011.0,1114305171.0,Los Angeles,7653,2.0,601302.0,12,INR3YY,2021-01-04,675000.0,630400.0,11.0,Moderately High,8.0,1.0,Poor,https://www.realtytrac.com/property/ca/inglewood/90302/885-kincaid-ave/52302233/,3.0,2.0
33.976194,-118.367328,500 Evergreen St # 301,Condominium,726.0,2918520.0,1965.0,4017004101.0,1114305178.0,Los Angeles,38479,2.0,601302.0,,INR3,2021-01-04,299000.0,363800.0,8.0,Moderately High,13.0,1.0,Poor,https://www.realtytrac.com/property/ca/inglewood/90302/500-evergreen-st-301/49136491/,1.0,1.0
33.95545,-118.307153,8931 S Harvard Blvd,Single Family Residence,1707.0,5074.0,1931.0,6037027047.0,1114306661.0,Los Angeles,6220,2.0,238400.0,19,LAR1,2021-01-04,685000.0,762600.0,41.0,Slightly High,5.0,1.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90047/8931-s-harvard-blvd/154819396/,3.0,2.0
34.614872,-118.19663200000001,40326 Racquet Ln,Single Family Residence,2030.0,8543.0,1999.0,3001086007.0,1114306665.0,Los Angeles,46140,1.0,910210.0,47,PDRPD-1-12U,2021-01-04,390000.0,449500.0,5.0,Moderate,3.0,1.0,Above Average,https://www.realtytrac.com/property/ca/palmdale/93551/40326-racquet-ln/20092221/,4.0,2.0
34.001794,-118.48553700000001,138 Fraser Ave,"Duplex (2 units, any combination)",1278.0,3546.0,1905.0,4288019008.0,1114306666.0,Los Angeles,CENTRAL BEACH TR,1.0,702002.0,13,SMR2R,2001-07-02,415000.0,1435000.0,3.0,Moderate,6.0,1.0,Excellent,https://www.realtytrac.com/property/ca/santa-monica/90405/138-fraser-ave/48962782/,2.0,2.0
34.03625,-118.189695,3579 E 1st St,MISCELLANEOUS   (Commercial),756.0,2746.0,1924.0,5232013017.0,1114307298.0,Los Angeles,H T HAZARDS EAST SIDE ADD,2.0,531101.0,14,LCC3,2021-01-04,800000.0,,17.0,Slightly High,2.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90063/3579-e-1st-st/154671176/,,
34.04385,-118.306625,2215 Venice Blvd,Single Family Residence,2688.0,7467.0,1905.0,5074012022.0,1114308711.0,Los Angeles,WESTMORELAND HEIGHTS,1.0,221303.0,76,LAC2,2021-01-04,3500000.0,1332000.0,18.0,Slightly High,6.0,1.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90006/2215-venice-blvd/8251222/,5.0,1.0
34.065337,-117.90921000000002,1720 E Walnut Creek Pkwy,Single Family Residence,1728.0,7204.0,1953.0,8477024007.0,1114308752.0,Los Angeles,14539,2.0,406500.0,57,WCR1YY,2003-09-03,335000.0,756900.0,10.0,Low,4.0,2.0,Above Average,https://www.realtytrac.com/property/ca/west-covina/91791/1720-e-walnut-creek-pkwy/44062339/,3.0,2.0
34.192233,-118.412524,6710 Alcove Ave,Single Family Residence,1886.0,6199.0,1947.0,2325007005.0,1114308760.0,Los Angeles,13915,1.0,123303.0,49,LAR1,2021-01-04,705000.0,446400.0,9.0,,9.0,1.0,Average,https://www.realtytrac.com/property/ca/north-hollywood/91606/6710-alcove-ave/143044443/,3.0,1.0
34.206142,-118.648605,7422 Cliffside Ct,Single Family Residence,4410.0,6708240.0,1995.0,2027046007.0,1114308808.0,Los Angeles,41061,1.0,134421.0,92,LARE11,2021-01-04,2000000.0,2107000.0,1.0,Very Low,3.0,1.0,Excellent,https://www.realtytrac.com/property/ca/west-hills/91307/7422-cliffside-ct/46099750/,5.0,5.0
33.976575,-118.340624,928 E 66th St,Single Family Residence,1222.0,6803.0,1922.0,4013024024.0,1114309599.0,Los Angeles,4476,2.0,600912.0,78,INR2,2021-01-04,708000.0,570800.0,24.0,Moderately High,6.0,1.0,Poor,https://www.realtytrac.com/property/ca/inglewood/90302/928-e-66th-st/21837224/,3.0,2.0
34.130839,-118.051378,586 W Huntington Dr # H,Condominium,1040.0,18208080.0,1974.0,5778003108.0,1114309624.0,Los Angeles,31431,2.0,430723.0,,ARR3,2021-01-04,540000.0,497800.0,1.0,Low,6.0,1.0,Excellent,https://www.realtytrac.com/property/ca/arcadia/91007/586-w-huntington-dr-h/154804309/,2.0,2.0
34.048718,-118.03679,1854 Floradale Ave,"Warehouse, Storage",2700720.0,3005640.0,1975.0,8114016034.0,1114310259.0,Los Angeles,26324,2.0,433801.0,10,SEM,2021-01-04,1247500.0,,9.0,Slightly High,23.0,1.0,Average,https://www.realtytrac.com/property/ca/south-el-monte/91733/1854-floradale-ave/154938582/,,
34.083782,-118.27936100000001,844 Tularosa Dr,"Duplex (2 units, any combination)",1632.0,7840.0,1941.0,5427031009.0,1114310267.0,Los Angeles,3495,2.0,195902.0,5,LAR2,2021-01-04,1030000.0,859200.0,10.0,Slightly High,4.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90026/844-tularosa-dr/154563248/,3.0,3.0
33.922124,-118.20130400000001,3800 Cortland St,Single Family Residence,1054.0,4861.0,1940.0,6187027002.0,1114310962.0,Los Angeles,10503,2.0,540102.0,119,LYR3YY,2021-01-04,460000.0,455700.0,19.0,Slightly High,12.0,2.0,Average,https://www.realtytrac.com/property/ca/lynwood/90262/3800-cortland-st/16654171/,3.0,1.0
34.049815,-118.03811599999999,1860 Tyler Ave,"Warehouse, Storage",3179880.0,5401440.0,2008.0,8114019024.0,1114311024.0,Los Angeles,E J BALDWINS,2.0,433801.0,11,SEM,2021-01-04,2850000.0,,9.0,Slightly High,24.0,1.0,Average,https://www.realtytrac.com/property/ca/south-el-monte/91733/1860-tyler-ave/51782278/,,
33.767782000000004,-118.140777,273 Prospect Ave,Condominium,1786.0,6340.0,1997.0,7250007028.0,1114311653.0,Los Angeles,BELMONT HEIGHTS,3.0,577603.0,14,LBR2N,2021-01-04,1025000.0,939500.0,7.0,Slightly High,3.0,1.0,Excellent,https://www.realtytrac.com/property/ca/long-beach/90803/273-prospect-ave/141275318/,3.0,3.0
33.987365999999994,-118.461781,651 Mildred Ave,Single Family Residence,2319.0,2000.0,2015.0,4228002042.0,1114312453.0,Los Angeles,LA BALLONA RHO,1.0,273902.0,,LARD1.5,2021-01-04,2495000.0,2542000.0,3.0,Moderate,10.0,2.0,Average,https://www.realtytrac.com/property/ca/venice/90291/651-mildred-ave/40257740/,3.0,4.0
34.002105,-118.435777,12530 Venice Blvd # 8,Condominium,920.0,7005.0,1986.0,4235012054.0,1114312483.0,Los Angeles,65722,1.0,272201.0,1,LAR3,2021-01-04,700000.0,733900.0,7.0,Slightly High,10.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90066/12530-venice-blvd-8/30651093/,2.0,2.0
34.164564,-118.09129899999999,1074 Rocton Dr,Planned Unit Development (PUD),1660.0,2491.0,1990.0,5751024071.0,1114312501.0,Los Angeles,45347,1.0,462500.0,126,PSR,1990-05-23,275000.0,822000.0,2.0,Moderate,4.0,1.0,Average,https://www.realtytrac.com/property/ca/pasadena/91107/1074-rocton-dr/151511348/,3.0,3.0
33.946882,-118.21908400000001,2940 Indiana Ave,Single Family Residence,1226.0,5401.0,1929.0,6206009020.0,1114313155.0,Los Angeles,4753,2.0,535605.0,152,SGR3YY,2021-01-04,405000.0,595900.0,26.0,Slightly High,21.0,1.0,Poor,https://www.realtytrac.com/property/ca/south-gate/90280/2940-indiana-ave/1681122/,3.0,2.0
34.579017,-118.119501,537 E Avenue Q9,Single Family Residence,768.0,6242.0,1934.0,3009007005.0,1114313176.0,Los Angeles,TOWN & SUB,1.0,910403.0,55,PDC3,2016-11-29,300000.0,247300.0,2.0,Moderate,10.0,2.0,Average,https://www.realtytrac.com/property/ca/palmdale/93550/537-e-avenue-q9/43801133/,2.0,1.0
33.829181,-118.28283,21901 Moneta Ave # 26,Condominium,1482.0,10367280.0,1984.0,7343018097.0,1114313888.0,Los Angeles,33505,3.0,543501.0,1,CARM25U&D,2021-01-04,550000.0,604500.0,7.0,Moderate,9.0,1.0,Average,https://www.realtytrac.com/property/ca/carson/90745/21901-moneta-ave-26/20615593/,3.0,3.0
34.6881,-118.0618,Vac/vic Avenue M12/220 Ste,MISCELLANEOUS   (Vacant Land)     ,,45084600.0,,3346013023.0,1114313956.0,Los Angeles,,1.0,0.0,5,LCA11,2021-01-04,8500.0,,1.0,,2.0,1.0,Poor,https://www.realtytrac.com/property/ca/butte-valley/93535/vacvic-avenue-m12220-ste/241282258/,,
33.80225,-118.10051299999999,2531 Petaluma Ave,Single Family Residence,1218.0,5492.0,1951.0,7232012005.0,1114314615.0,Los Angeles,17176,2.0,574400.0,133,LBR1N,2021-01-04,750000.0,862900.0,4.0,Slightly High,3.0,2.0,Excellent,https://www.realtytrac.com/property/ca/long-beach/90815/2531-petaluma-ave/30108172/,3.0,2.0
34.4863,-118.1974,Vac/ave Y8/vic Lawson Ct,Residential - Vacant Land,,12850200.0,,3058008039.0,1114314656.0,Los Angeles,44443,2.0,910805.0,6,LCA25,2021-01-04,500000.0,,1.0,,2.0,2.0,Above Average,https://www.realtytrac.com/property/ca/acton/93510/vacave-y8vic-lawson-ct/241228860/,,
34.462496,-118.49298300000001,28647 Visco Ct,Single Family Residence,2322.0,10197.0,1979.0,2812023042.0,1114315351.0,Los Angeles,31432,3.0,920020.0,82,SCUR2,1980-04-16,104001.0,629700.0,3.0,Low,3.0,1.0,Excellent,https://www.realtytrac.com/property/ca/santa-clarita/91390/28647-visco-ct/44881071/,4.0,3.0
34.685239,-118.218574,4821 W Avenue J5,Single Family Residence,2344.0,12902.0,2005.0,3153079011.0,1114315438.0,Los Angeles,54197-02,3.0,901004.0,62,LRRI-7000,2021-01-04,479000.0,472300.0,3.0,Moderate,2.0,2.0,Average,https://www.realtytrac.com/property/ca/lancaster/93536/4821-w-avenue-j5/16902648/,3.0,3.0
34.2541,-118.4792,10109 Densmore Ave,Single Family Residence,1640.0,7500.0,1954.0,2669011002.0,1114316835.0,Los Angeles,17980,2.0,109800.0,17,LARS,2021-01-04,725000.0,667200.0,3.0,Low,4.0,1.0,Above Average,https://www.realtytrac.com/property/ca/north-hills/91343/10109-densmore-ave/154446188/,4.0,2.0
34.056044,-117.72348999999998,1601 E Mission Blvd,Gas Station,4200.0,12396.0,1980.0,8326028013.0,1114316854.0,Los Angeles,POMONA TR,1.0,402801.0,1,POM1-C4,2021-01-04,855000.0,,6.0,Moderately High,10.0,1.0,Average,https://www.realtytrac.com/property/ca/pomona/91766/1601-e-mission-blvd/40270074/,,
33.729065999999996,-118.295824,854 W 17th St,Single Family Residence,1032.0,5010.0,1930.0,7458025020.0,1114316956.0,Los Angeles,2372,3.0,296901.0,84,LAR2,2021-01-04,688000.0,701700.0,19.0,Very Low,10.0,2.0,Average,https://www.realtytrac.com/property/ca/san-pedro/90731/854-w-17th-st/7953130/,2.0,1.0
34.101409000000004,-118.12742800000001,429 N Chapel Ave,Apartment house (5+ units),5660.0,7943.0,1963.0,5337003016.0,1114317521.0,Los Angeles,GOFF,3.0,480302.0,17,ALRPD,1986-07-29,,643000.0,3.0,Low,6.0,1.0,Excellent,https://www.realtytrac.com/property/ca/alhambra/91801/429-n-chapel-ave/154711243/,10.0,7.0
34.672357,-118.184238,43465 30th St W # 2,Condominium,1151.0,14853960.0,1991.0,3112037030.0,1114319022.0,Los Angeles,40876,2.0,901010.0,1,LRRA10000,2021-01-04,270000.0,255900.0,5.0,Moderate,2.0,2.0,Average,https://www.realtytrac.com/property/ca/lancaster/93536/43465-30th-st-w-2/149104704/,2.0,3.0
33.850291,-118.188194,400 E 52nd St,Single Family Residence,778.0,4514.0,1942.0,7130008001.0,1114319876.0,Los Angeles,5134,1.0,571704.0,1324,LBR1N,2005-06-29,,427000.0,35.0,Slightly High,3.0,2.0,Average,https://www.realtytrac.com/property/ca/long-beach/90805/400-e-52nd-st/3537148/,2.0,1.0
34.11047,-118.108876,607 W Roses Rd,Single Family Residence,1943.0,2526480.0,1931.0,5365022006.0,1114320556.0,Los Angeles,11560,1.0,480201.0,2,SLR1YY,2021-01-04,1210000.0,870000.0,2.0,Low,3.0,1.0,Above Average,https://www.realtytrac.com/property/ca/san-gabriel/91775/607-w-roses-rd/154724549/,2.0,2.0
34.160616999999995,-118.60546200000002,5040 Topanga Canyon Blvd,"Duplex (2 units, any combination)",1327.0,6247.0,1953.0,2169007003.0,1114320569.0,Los Angeles,6170,3.0,137502.0,451,LAR2,2021-01-04,780000.0,848100.0,1.0,Very Low,3.0,1.0,Above Average,https://www.realtytrac.com/property/ca/woodland-hills/91364/5040-topanga-canyon-blvd/22268060/,3.0,2.0
34.206707,-118.573881,20234 Cohasset St # 18,Condominium,880.0,19863360.0,1971.0,2114006191.0,1114321306.0,Los Angeles,34649,3.0,134720.0,1,LAR3,2021-01-04,310000.0,348900.0,15.0,,5.0,1.0,Average,https://www.realtytrac.com/property/ca/winnetka/91306/20234-cohasset-st-18/30132783/,2.0,1.0
33.889736,-118.01416,14862 San Ardo Dr,Single Family Residence,1080.0,7951.0,1957.0,8087034015.0,1114322000.0,Los Angeles,20738,2.0,503902.0,163,LMR1,2021-01-04,670000.0,723000.0,1.0,Low,17.0,1.0,Excellent,https://www.realtytrac.com/property/ca/la-mirada/90638/14862-san-ardo-dr/11480826/,3.0,2.0
33.785715,-118.30296799999999,1530 261st St # 108,Condominium,1210.0,20468.0,1988.0,7411006088.0,1114323373.0,Los Angeles,44609,1.0,293307.0,1,LAR3,2021-01-04,390000.0,366700.0,6.0,Moderate,7.0,2.0,Average,https://www.realtytrac.com/property/ca/harbor-city/90710/1530-261st-st-108/49077528/,2.0,2.0
34.055165,-117.798057,2680 Pomona Blvd,Light Industrial (10% Improved Office space; Machine Shop),11935.0,2744280.0,1977.0,8707017015.0,1114325651.0,Los Angeles,2154,4.0,402402.0,,POM2,2021-01-04,1650000.0,,3.0,Moderately High,15.0,1.0,Above Average,https://www.realtytrac.com/property/ca/pomona/91768/2680-pomona-blvd/17481863/,,
33.993038,-117.968084,2300 S Hacienda Blvd # F3,Condominium,1129.0,2090880.0,1972.0,8204003074.0,1114327177.0,Los Angeles,35593,3.0,408625.0,,LCRPD800020U,2021-01-04,250000.0,427700.0,5.0,Moderate,7.0,1.0,Excellent,https://www.realtytrac.com/property/ca/hacienda-heights/91745/2300-s-hacienda-blvd-f3/16646568/,2.0,2.0
34.579355,-118.119496,Vac/palmdale Blvd/vic 6th Ste,Vacant Commercial,,6263.0,1970.0,3009007014.0,1114327849.0,Los Angeles,TOWN & SUB,1.0,910403.0,55,PDC3,2016-11-29,300000.0,,2.0,Moderate,10.0,2.0,Average,https://www.realtytrac.com/property/ca/palmdale/93550/vacpalmdale-blvdvic-6th-ste/241218890/,,
34.259726,-118.60645500000001,10425 Topanga Canyon Blvd,Single Family Residence,1430.0,14325.0,1955.0,2723019136.0,1114329324.0,Los Angeles,CHATSWORTH PARK,1.0,113212.0,13,LAR1,2021-01-04,25000.0,813800.0,5.0,,7.0,1.0,Average,https://www.realtytrac.com/property/ca/chatsworth/91311/10425-topanga-canyon-blvd/100059342/,3.0,2.0
34.157691,-118.26229099999999,409 Burchett St # 116,Condominium,913.0,304920.0,1974.0,5636015138.0,1114329361.0,Los Angeles,39318,3.0,301801.0,1,GLR4,2021-01-04,480000.0,494600.0,1.0,Low,21.0,1.0,Above Average,https://www.realtytrac.com/property/ca/glendale/91203/409-burchett-st-116/24054318/,2.0,2.0
34.040603999999995,-118.134781,313 Almora St,Single Family Residence,1067.0,5353.0,1949.0,5273001031.0,1114330101.0,Los Angeles,15673,2.0,482702.0,59,MPR1YY,1958-12-26,,538300.0,5.0,Low,4.0,1.0,Average,https://www.realtytrac.com/property/ca/monterey-park/91754/313-almora-st/154688649/,3.0,1.0
33.785484000000004,-118.395532,1404 Via Arco,Single Family Residence,4283.0,20554.0,1973.0,7544023012.0,1114330122.0,Los Angeles,29082,2.0,670326.0,2,PVR1,1971-06-30,37500.0,2401000.0,0.0,Very Low,3.0,2.0,Excellent,https://www.realtytrac.com/property/ca/palos-verdes-estates/90274/1404-via-arco/154918712/,5.0,5.0
34.040259000000006,-118.385309,8916 Cadillac Ave,Single Family Residence,616.0,3048.0,1928.0,4302017018.0,1114330164.0,Los Angeles,7306,3.0,269700.0,21,LARD2,2015-12-08,510000.0,1005000.0,4.0,Slightly High,8.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90034/8916-cadillac-ave/154560243/,2.0,1.0
34.046454,-118.005579,518 Obar Dr,Single Family Residence,714.0,7100.0,1948.0,8110015002.0,1114332184.0,Los Angeles,13837,2.0,408301.0,83,LCR16000,1977-08-19,31000.0,330700.0,10.0,Moderate,8.0,1.0,Average,https://www.realtytrac.com/property/ca/la-puente/91746/518-obar-dr/154718413/,2.0,1.0
33.787156,-118.130274,1591 Ramillo Ave,Single Family Residence,1976.0,9237.0,1956.0,7240006016.0,1114332232.0,Los Angeles,14674,3.0,574800.0,69,LBR1N,1958-09-02,,998900.0,5.0,Slightly High,7.0,1.0,Excellent,https://www.realtytrac.com/property/ca/long-beach/90815/1591-ramillo-ave/142241479/,3.0,3.0
34.39119,-118.578804,25348 Fitzgerald Ave,Condominium,1201.0,5314320.0,1989.0,2826049145.0,1114332285.0,Los Angeles,33698,1.0,920339.0,6,LCA25,2021-01-04,400000.0,571100.0,0.0,Low,4.0,2.0,Excellent,https://www.realtytrac.com/property/ca/stevenson-ranch/91381/25348-fitzgerald-ave/187403/,2.0,2.0
34.016482,-118.39443,4159 La Salle Ave,"Triplex (3 units, any combination)",2154.0,6750.0,1923.0,4207014012.0,1114305077.0,Los Angeles,1775,3.0,702501.0,12,CCR2YY,2003-03-14,575000.0,1937000.0,0.0,Moderate,9.0,1.0,Excellent,https://www.realtytrac.com/property/ca/culver-city/90232/4159-la-salle-ave/43789262/,3.0,3.0
34.017812,-118.06981499999999,3647 Chapelle Ave,Single Family Residence,1621.0,5307.0,1953.0,8123003032.0,1114305085.0,Los Angeles,18367,2.0,500403.0,29,PRSF,2021-01-04,459000.0,689700.0,12.0,Moderate,6.0,2.0,Poor,https://www.realtytrac.com/property/ca/pico-rivera/90660/3647-chapelle-ave/4347071/,3.0,2.0
34.092106,-117.9327,16045 E Ballentine Pl,Single Family Residence,1219.0,6595.0,1958.0,8435007012.0,1114305599.0,Los Angeles,21053,2.0,405400.0,26,LCA1YY,2011-01-13,275000.0,593400.0,4.0,Moderate,5.0,1.0,Above Average,https://www.realtytrac.com/property/ca/covina/91722/16045-e-ballentine-pl/21388943/,3.0,2.0
34.655231,-118.228743,5536 Capella Ln,Single Family Residence,1612.0,6086.0,1993.0,3102035093.0,1114306049.0,Los Angeles,44812,1.0,901101.0,86,LCA11OOOO,2021-01-04,390000.0,445400.0,1.0,Moderate,2.0,2.0,Above Average,https://www.realtytrac.com/property/ca/lancaster/93536/5536-capella-ln/43848136/,3.0,3.0
33.92322,-118.158181,7806 Adoree St,Single Family Residence,1598.0,7106.0,1953.0,6245022002.0,1114306995.0,Los Angeles,18511,3.0,551502.0,42,DOR105,2021-01-04,757500.0,548700.0,6.0,Moderate,14.0,2.0,Above Average,https://www.realtytrac.com/property/ca/downey/90242/7806-adoree-st/154835092/,3.0,2.0
34.140643,-117.905166,1045 N Dalton Ave,Single Family Residence,468.0,1988.0,1927.0,8608015002.0,1114307495.0,Los Angeles,AZUSA,2.0,400602.0,1,AZR1C,2021-01-04,360000.0,241300.0,5.0,Moderate,4.0,1.0,Average,https://www.realtytrac.com/property/ca/azusa/91702/1045-n-dalton-ave/141298392/,1.0,1.0
34.077556,-118.32241699999999,346 N Gower St,Single Family Residence,1736.0,5583.0,1920.0,5523032010.0,1114308475.0,Los Angeles,3026,4.0,192410.0,136,LAR1,2021-01-04,2100000.0,1700000.0,6.0,Slightly High,4.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90004/346-n-gower-st/16075119/,3.0,2.0
34.05088,-118.51531299999999,1100 Rivas Canyon Rd,Single Family Residence,6370.0,17641800.0,1960.0,4409005008.0,1114309416.0,Los Angeles,BOCA DE SANTA MONICA RHO,3.0,262501.0,40,LARE40,,,1854000.0,0.0,Moderate,3.0,1.0,Excellent,https://www.realtytrac.com/property/ca/pacific-palisades/90272/1100-rivas-canyon-rd/51924574/,7.0,5.0
34.103082,-118.445097,1786 N Beverly Glen Blvd,Single Family Residence,1566.0,15465.0,1927.0,4371044002.0,1114309993.0,Los Angeles,6775,1.0,261200.0,3,LARE15,1986-07-23,275000.0,981400.0,1.0,Slightly High,3.0,1.0,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90077/1786-n-beverly-glen-blvd/148205937/,2.0,2.0
34.082538,-117.919606,1306 E Puente Ave,Single Family Residence,1618.0,7056.0,1954.0,8441024005.0,1114310019.0,Los Angeles,12817,1.0,405600.0,14,WCR17500,2021-01-04,689000.0,692300.0,10.0,Low,3.0,2.0,Above Average,https://www.realtytrac.com/property/ca/west-covina/91790/1306-e-puente-ave/17431806/,4.0,3.0
33.870169,-118.04266100000001,13545 Rose St,Single Family Residence,1876.0,5004.0,1970.0,7022002025.0,1114310020.0,Los Angeles,30449,2.0,554518.0,60,CERS5000,2021-01-04,783000.0,964100.0,3.0,Low,5.0,1.0,Excellent,https://www.realtytrac.com/property/ca/cerritos/90703/13545-rose-st/13669556/,4.0,3.0
34.062061,-117.750817,499 N Garey Ave,Recreational/Entertainment (general),13666.0,2526480.0,1962.0,8336022015.0,1114310438.0,Los Angeles,LAMBIE SUB,1.0,408800.0,9,POC4,2021-01-04,1400000.0,,13.0,Moderately High,11.0,1.0,Average,https://www.realtytrac.com/property/ca/pomona/91767/499-n-garey-ave/147904305/,,
34.696585,-118.10455300000001,1321 E Lingard St,Single Family Residence,2043.0,7500.0,1970.0,3147017004.0,1114310544.0,Los Angeles,29504,2.0,900608.0,36,LRR7000,2021-01-04,390000.0,325600.0,10.0,Moderate,2.0,1.0,Poor,https://www.realtytrac.com/property/ca/lancaster/93535/1321-e-lingard-st/7024516/,4.0,3.0
34.276874,-118.413936,12900 Filmore St # 101,Condominium,1167.0,4094640.0,1990.0,2533029055.0,1114310858.0,Los Angeles,47855,1.0,104203.0,1,LARD2,2021-01-04,400000.0,290200.0,23.0,Low,16.0,1.0,Average,https://www.realtytrac.com/property/ca/pacoima/91331/12900-filmore-st-101/19694561/,3.0,2.0
33.768618,-118.37429399999999,1023 Calle Stellare,Condominium,2340.0,3963960.0,2016.0,7589013039.0,1114311366.0,Los Angeles,,1.0,670405.0,1,RPI-OH,2016-09-27,,1450000.0,1.0,Very Low,6.0,1.0,Excellent,https://www.realtytrac.com/property/ca/rancho-palos-verdes/90275/1023-calle-stellare/323427793/,2.0,3.0
34.406926,-118.44546899999999,17689 Medley Ridge Dr,Condominium,2442.0,10453.0,2005.0,2841044250.0,1114311949.0,Los Angeles,52938,1.0,920043.0,2,SCSP,2021-01-04,685000.0,740500.0,0.0,Low,4.0,1.0,Excellent,https://www.realtytrac.com/property/ca/canyon-country/91387/17689-medley-ridge-dr/40209407/,4.0,3.0
33.76085,-118.146151,3931 E Livingston Dr # 5,Condominium,1052.0,8825.0,1952.0,7256003082.0,1114311967.0,Los Angeles,BELMONT HEIGHTS,2.0,577200.0,5,LBR4R,1974-07-15,,381700.0,4.0,Slightly High,9.0,1.0,Above Average,https://www.realtytrac.com/property/ca/long-beach/90803/3931-e-livingston-dr-5/147395457/,2.0,1.0
33.759921999999996,-118.310883,28600 Friarstone Ct,Condominium,1368.0,696960.0,1974.0,7444015068.0,1114314282.0,Los Angeles,31029,1.0,670701.0,3,RPRS-4,2021-01-04,650000.0,623200.0,1.0,Very Low,3.0,2.0,Above Average,https://www.realtytrac.com/property/ca/rancho-palos-verdes/90275/28600-friarstone-ct/152932332/,4.0,2.0
34.622296,-117.84218600000001,16122 Newmont Ave,Single Family Residence,1300.0,392040.0,1984.0,3070011020.0,1114315282.0,Los Angeles,28483,1.0,900103.0,251,LCRA40000,2021-01-04,265000.0,286200.0,7.0,Moderate,2.0,1.0,Poor,https://www.realtytrac.com/property/ca/lancaster/93535/16122-newmont-ave/27451092/,4.0,2.0
33.979887,-118.24961200000001,6602 Parmelee Ave,Single Family Residence,884.0,3987.0,1911.0,6010020028.0,1114315303.0,Los Angeles,PARMELEE HOME TR,2.0,532900.0,44,LCR3,2021-01-04,400000.0,326000.0,15.0,Slightly High,79.0,1.0,Poor,https://www.realtytrac.com/property/ca/los-angeles/90001/6602-parmelee-ave/29427140/,2.0,1.0
34.122819,-118.18628899999999,6107 Roy St,Single Family Residence,954.0,4800.0,1922.0,5486009010.0,1114315758.0,Los Angeles,2122,2.0,183221.0,9,LAR1,1990-03-29,130000.0,955300.0,15.0,Slightly High,6.0,1.0,Average,https://www.realtytrac.com/property/ca/los-angeles/90042/6107-roy-st/154628639/,3.0,1.0
33.829974,-118.280598,21818 Nicolle Ave,Single Family Residence,1594.0,5522.0,1957.0,7343014017.0,1114316316.0,Los Angeles,23979,4.0,543501.0,17,CARS,1969-09-10,23000.0,591800.0,7.0,Moderate,9.0,1.0,Average,https://www.realtytrac.com/property/ca/carson/90745/21818-nicolle-ave/142544046/,4.0,2.0
34.199042,-118.484265,7045 Woodley Ave # 210,Condominium,813.0,3746160.0,1989.0,2224010098.0,1114316697.0,Los Angeles,45174,1.0,127604.0,1,LAR3,2021-01-04,340000.0,382000.0,11.0,,13.0,1.0,Average,https://www.realtytrac.com/property/ca/van-nuys/91406/7045-woodley-ave-210/42427922/,2.0,2.0
34.715202000000005,-118.07348999999999,3136 E Avenue H4,Single Family Residence,1860.0,4965840.0,1985.0,3154007073.0,1114317874.0,Los Angeles,CITY/LANCASTER,1.0,900300.0,187,LRD21,2021-01-04,365000.0,335800.0,0.0,Moderate,2.0,2.0,Average,https://www.realtytrac.com/property/ca/lancaster/93535/3136-e-avenue-h4/14401261/,5.0,2.0
34.061612,-117.75068600000002,415 N Garey Ave,Office Building,8238.0,8524.0,1928.0,8336022008.0,1114319665.0,Los Angeles,LAMBIE SUB,1.0,408800.0,11,POC4,2021-01-04,1025000.0,,14.0,Moderately High,11.0,1.0,Average,https://www.realtytrac.com/property/ca/pomona/91767/415-n-garey-ave/154960424/,,
34.20153,-118.49828400000001,16753 Sherman Way,Single Family Residence,1397.0,7005.0,1946.0,2226019004.0,1114319747.0,Los Angeles,9155,2.0,132102.0,10,LARD1.5,2021-01-04,,889300.0,8.0,,8.0,1.0,Poor,https://www.realtytrac.com/property/ca/van-nuys/91406/16753-sherman-way/154397048/,3.0,2.0
34.160964,-118.453278,4951 Cedros Ave,Single Family Residence,2411.0,6792.0,1936.0,2263028010.0,1114320190.0,Los Angeles,7307,2.0,128910.0,12,LAR1,2013-05-20,915000.0,1618000.0,2.0,,4.0,1.0,Above Average,https://www.realtytrac.com/property/ca/sherman-oaks/91403/4951-cedros-ave/14676136/,3.0,4.0
34.432288,-118.470593,19026 Saddleback Ridge Rd,Single Family Residence,2303.0,6464.0,1999.0,2802040042.0,1114320235.0,Los Angeles,47863,1.0,920034.0,80,SCUR1,2021-01-04,755000.0,732900.0,3.0,Low,5.0,1.0,Above Average,https://www.realtytrac.com/property/ca/santa-clarita/91351/19026-saddleback-ridge-rd/43845523/,4.0,3.0
