latitude,longitude,address,property_type,home_size,lot_size,year_built,parcel_number,realtyID,county,subdivision,census,tract,lot,zoning,date,sale_price,estimated_value,sex_offenders,crime_index,enviornmental_hazards,natural_disasters,school quality,url,bedrooms,bathrooms
-118.33355800000001,34.095674,1345 Seward St,"Duplex (2 units, any combination)",2394.0,7499.0,1917.0,5547029006,1111296904.0,Los Angeles,VALLEY VIEW,3.0,190700.0,8,LARD1.5,2020-09-30,1365000.0,1604000.0,6,Slightly High,12,1,Average,https://www.realtytrac.com/property/ca/los-angeles/90028/1345-seward-st/20620296/,4.0,3.0
-118.32308799999998,33.886193,15908 Marigold Ave,Single Family Residence,1268.0,6051.0,1952.0,4067005019,1111297078.0,Los Angeles,17944,3.0,603600.0,110,GAR1,2020-09-30,,730000.0,9,Moderate,17,1,Average,https://www.realtytrac.com/property/ca/gardena/90249/15908-marigold-ave/43884589/,3.0,2.0
-118.22577700000001,34.10645,2003 Rome Dr,Single Family Residence,1049.0,4860.0,1925.0,5462013081,1111297300.0,Los Angeles,9186,2.0,186302.0,4,LAR1,2020-09-30,650000.0,717000.0,13,Slightly High,4,1,Poor,https://www.realtytrac.com/property/ca/los-angeles/90065/2003-rome-dr/146066245/,2.0,2.0
-118.501759,34.154021,16915 Dormie Pl,Single Family Residence,2852.0,17534.0,1962.0,2289031002,1111297367.0,Los Angeles,26562,3.0,139701.0,2,LARA,2062-08-23,,1321000.0,0,,3,1,Above Average,https://www.realtytrac.com/property/ca/encino/91436/16915-dormie-pl/154406703/,5.0,3.0
-117.932999,34.041505,16033 Fairgrove Ave,Single Family Residence,1076.0,9068.0,1951.0,8742003006,1111297579.0,Los Angeles,17090,1.0,407900.0,5,LCR106,2020-09-30,585000.0,536400.0,9,Moderate,4,1,Average,https://www.realtytrac.com/property/ca/la-puente/91744/16033-fairgrove-ave/53257835/,3.0,1.0
-118.431625,34.305378999999995,13750 Hubbard St # 68,Condominium,956.0,153331.2,1985.0,2513001095,1111297602.0,Los Angeles,39115,1.0,106114.0,1,LARD1.5,2020-09-30,375000.0,331700.0,15,Low,6,2,Average,https://www.realtytrac.com/property/ca/sylmar/91342/13750-hubbard-st-68/45889298/,2.0,2.0
-118.55150400000001,34.191192,19204 Lemay St,Single Family Residence,993.0,6244.0,1951.0,2129020013,1111297854.0,Los Angeles,16335,2.0,132502.0,117,LAR1,2020-09-30,590000.0,516100.0,10,,4,1,Average,https://www.realtytrac.com/property/ca/reseda/91335/19204-lemay-st/21745013/,2.0,1.0
-118.28214799999999,34.175477,1333 Justin Ave,Single Family Residence,2058.0,8407.0,1926.0,5622020013,1111297996.0,Los Angeles,4244,2.0,301400.0,25,GLR1YY,2020-09-30,900000.0,1172000.0,3,Low,8,1,Above Average,https://www.realtytrac.com/property/ca/glendale/91201/1333-justin-ave/154780969/,4.0,2.0
-118.33120900000002,33.965832,8013 Crenshaw Blvd,Single Family Residence,1121.0,4593.0,1941.0,4011016013,1111298023.0,Los Angeles,9890,1.0,600802.0,40,INR3YY,2020-09-30,760000.0,744100.0,18,Moderately High,4,1,Poor,https://www.realtytrac.com/property/ca/inglewood/90305/8013-crenshaw-blvd/141479796/,2.0,2.0
-118.452633,34.029367,2318 Wellesley Ave,Single Family Residence,1372.0,6250.0,1939.0,4259029004,1111298026.0,Los Angeles,6372,3.0,267600.0,4,LAR1,2020-09-30,1575000.0,1967000.0,3,Slightly High,45,1,Average,https://www.realtytrac.com/property/ca/los-angeles/90064/2318-wellesley-ave/45846928/,3.0,2.0
-118.32238600000001,34.122284,2946 Belden Dr,Single Family Residence,1832.0,6921.0,1940.0,5582018010,1111298747.0,Los Angeles,6450,1.0,189400.0,33,LAR1,2020-09-30,1350000.0,1628000.0,0,Slightly High,3,1,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90068/2946-belden-dr/19232024/,3.0,2.0
-118.08961299999999,34.676838000000004,43659 Ponderosa St,Single Family Residence,1272.0,5227.0,1985.0,3150032083,1111298962.0,Los Angeles,42811,3.0,900507.0,41,LRR6000*,2020-09-30,310000.0,288400.0,11,Moderate,3,2,Poor,https://www.realtytrac.com/property/ca/lancaster/93535/43659-ponderosa-st/152947906/,3.0,2.0
-117.79113100000001,34.064710999999996,2180 Arroyo Dr,Single Family Residence,1409.0,6650.0,1952.0,8354027003,1111299280.0,Los Angeles,178,2.0,402405.0,148,POR106,2020-09-30,485000.0,455400.0,4,Moderately High,12,1,Poor,https://www.realtytrac.com/property/ca/pomona/91768/2180-arroyo-dr/154961296/,3.0,2.0
-118.2375,34.6867,Vac/cor Avenue D8/97 Stw,MISCELLANEOUS   (Vacant Land)     ,,109771.2,,3264006029,1111299284.0,Los Angeles,,1.0,900900.0,61,LCA11*,2020-09-30,28000.0,,2,,1,1,Average,https://www.realtytrac.com/property/ca/antelope-acres/93536/vaccor-avenue-d897-stw/241267252/,,
-118.24168,34.220313,2846 Altura Ave,Single Family Residence,1102.0,7945.0,1960.0,5801017023,1111299756.0,Los Angeles,DARRACQ,2.0,300501.0,7,LCR1*,2020-09-30,775000.0,876000.0,1,,1,0,Excellent,https://www.realtytrac.com/property/ca/la-crescenta/91214/2846-altura-ave/24353723/,3.0,2.0
-118.12309499999999,33.757843,240 Ancona Dr,Single Family Residence,1127.0,3331.0,1940.0,7244009027,1111300679.0,Los Angeles,7293,1.0,577501.0,28,LBR1S,2020-09-30,970000.0,830700.0,2,Slightly High,5,2,Excellent,https://www.realtytrac.com/property/ca/long-beach/90803/240-ancona-dr/154878829/,2.0,1.0
-118.11476299999998,34.668592,43227 8th St E,Single Family Residence,2035.0,7203.0,1990.0,3126001034,1111301323.0,Los Angeles,45042,2.0,900504.0,27,LRRA6500*,2020-09-30,385000.0,352800.0,4,Moderate,3,1,Average,https://www.realtytrac.com/property/ca/lancaster/93535/43227-8th-st-e/16937075/,4.0,3.0
-118.30661200000002,34.082167,612 N Serrano Ave,Single Family Residence,1569.0,5525.0,1917.0,5521004012,1111301590.0,Los Angeles,1745,2.0,192510.0,12,LAR3,2020-09-30,1065000.0,1136000.0,13,Slightly High,4,1,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90004/612-n-serrano-ave/15288904/,3.0,3.0
-118.30800500000001,33.962449,1732 W 84th St,Single Family Residence,2048.0,6675.0,1929.0,6034024009,1111301885.0,Los Angeles,4511,2.0,238100.0,489,LARD2,2020-09-30,630000.0,713200.0,47,Slightly High,12,1,Poor,https://www.realtytrac.com/property/ca/los-angeles/90047/1732-w-84th-st/40459833/,3.0,2.0
-118.259722,33.881673,2916 W Caldwell St,Single Family Residence,867.0,6124.0,1953.0,6140010011,1111302563.0,Los Angeles,18673,5.0,543100.0,42,CORL*,2020-09-30,495000.0,417900.0,15,High,21,1,Poor,https://www.realtytrac.com/property/ca/compton/90220/2916-w-caldwell-st/20557809/,3.0,1.0
-118.65762600000001,34.191641,6705 Corie Ln,Single Family Residence,2573.0,23958.000000000004,1980.0,2031017062,1111302686.0,Los Angeles,31548,4.0,135203.0,40,LCR17500*,2020-09-30,740000.0,1029000.0,3,Very Low,2,1,Above Average,https://www.realtytrac.com/property/ca/west-hills/91307/6705-corie-ln/154375221/,4.0,4.0
-118.016617,33.898038,14539 Rio Blanco Rd,Single Family Residence,1357.0,6177.0,1956.0,8087004023,1111303022.0,Los Angeles,20739,4.0,503902.0,106,LMR1*,2020-09-30,641000.0,636500.0,4,Low,11,1,Excellent,https://www.realtytrac.com/property/ca/la-mirada/90638/14539-rio-blanco-rd/140251697/,4.0,2.0
-118.15231100000001,34.701256,1213 W Jackman St,"Duplex (2 units, any combination)",1790.0,7714.0,1952.0,3121009022,1111303025.0,Los Angeles,16503,3.0,900805.0,67,LRR2*,2020-09-30,342500.0,293700.0,7,Moderate,4,1,Average,https://www.realtytrac.com/property/ca/lancaster/93534/1213-w-jackman-st/22282939/,4.0,2.0
-118.20833600000002,33.821071999999994,3556 Wise Ave,Single Family Residence,1199.0,8814.0,1944.0,7311009035,1111303221.0,Los Angeles,13031,1.0,572400.0,91,LBR1N,2020-09-30,430000.0,580800.0,31,Slightly High,6,2,Average,https://www.realtytrac.com/property/ca/long-beach/90810/3556-wise-ave/144578610/,3.0,1.0
-117.740344,34.076885,649 James Pl,Single Family Residence,1008.0,6300.0,1952.0,8338005007,1111303469.0,Los Angeles,17386,1.0,402600.0,92,POR1YY,2020-09-30,402500.0,396300.0,13,Moderately High,3,1,Poor,https://www.realtytrac.com/property/ca/pomona/91767/649-james-pl/19900772/,3.0,1.0
-118.176822,34.49946,2645 Kalman St,Mobile home,2304.0,108900.0,1989.0,3217023009,1111303669.0,Los Angeles,,1.0,910804.0,19,LCA21*,1994-10-27,155000.0,536000.0,1,,2,1,,https://www.realtytrac.com/property/ca/acton/93510/2645-kalman-st/16573199/,3.0,2.0
-118.177765,34.565917999999996,37612 Ebony Dr,Single Family Residence,2370.0,5091.0,2015.0,3206070035,1111303675.0,Los Angeles,54117-03,1.0,910206.0,174,LCA22*,2020-09-30,468500.0,455300.0,1,Moderate,3,2,Above Average,https://www.realtytrac.com/property/ca/palmdale/93551/37612-ebony-dr/229584671/,3.0,3.0
-118.424066,34.085599,1718 Ambassador Ave,Single Family Residence,4420.0,12304.0,1929.0,4348020026,1111304068.0,Los Angeles,8928,1.0,700700.0,12,BHR1*,2020-09-30,6550000.0,2317000.0,0,Moderate,5,1,Excellent,https://www.realtytrac.com/property/ca/beverly-hills/90210/1718-ambassador-ave/149981331/,6.0,4.0
-118.01122099999999,34.577228999999996,6602 Adainville Dr,Single Family Residence,2461.0,9061.0,2008.0,3024052047,1111304142.0,Los Angeles,,2.0,910705.0,47,PDA21*,2020-09-30,377000.0,382900.0,0,Moderate,3,1,Average,https://www.realtytrac.com/property/ca/palmdale/93552/6602-adainville-dr/28369586/,4.0,3.0
-118.2375,34.6867,Vac/ave A4 Drt /vic 104 Stw,MISCELLANEOUS   (Vacant Land)     ,,110206.79999999999,,3262003024,1111304333.0,Los Angeles,29272,1.0,900900.0,36,LCA12*,2020-09-30,9000.0,,2,,1,0,Average,https://www.realtytrac.com/property/ca/antelope-acres/93536/vacave-a4-drt-vic-104-stw/241265357/,,
-117.70151399999999,34.112815999999995,1618 Mankato Ct,Planned Unit Development (PUD),1786.0,2376.0,1981.0,8307017010,1111304928.0,Los Angeles,35520,1.0,401800.0,31,CLRM*,2020-09-30,548000.0,516000.0,0,Low,4,1,Excellent,https://www.realtytrac.com/property/ca/claremont/91711/1618-mankato-ct/10441434/,3.0,3.0
-118.16803,33.825539,3735 Cherry Ave,"Duplex (2 units, any combination)",2006.0,5547.0,1945.0,7147008008,1111304986.0,Los Angeles,10606,1.0,572001.0,8,LBR1N,2020-09-30,855000.0,855400.0,7,Slightly High,17,1,Above Average,https://www.realtytrac.com/property/ca/long-beach/90807/3735-cherry-ave/22411333/,5.0,3.0
-118.423468,34.319064000000004,13338 Sayre St,Single Family Residence,783.0,7291.0,1947.0,2511029002,1111305520.0,Los Angeles,9291,1.0,106112.0,2,LARA,2020-09-30,725000.0,549500.0,10,Low,4,2,Average,https://www.realtytrac.com/property/ca/sylmar/91342/13338-sayre-st/19256998/,2.0,1.0
-117.843748,34.090720000000005,1729 Gainsborough Rd,Single Family Residence,3048.0,26571.6,1985.0,8426035019,1111305528.0,Los Angeles,34857,2.0,403703.0,57,SDSP4*,2020-09-30,1111000.0,907900.0,3,Low,3,1,Above Average,https://www.realtytrac.com/property/ca/san-dimas/91773/1729-gainsborough-rd/148846890/,5.0,5.0
-118.253262,34.080209,1645 Bruce Ct,Residential - Vacant Land,,4531.0,,5419012007,1111306781.0,Los Angeles,3634,3.0,197300.0,29,LAR2,2020-09-30,500000.0,,10,Slightly High,8,1,Average,https://www.realtytrac.com/property/ca/los-angeles/90026/1645-bruce-ct/223575589/,,
-118.310409,34.27219,8131 Ellenbogen St,Single Family Residence,2433.0,11657.0,2006.0,2551018042,1111306821.0,Los Angeles,24132,1.0,103101.0,21,LAR1,2020-09-30,900000.0,960600.0,7,,3,1,Above Average,https://www.realtytrac.com/property/ca/sunland/91040/8131-ellenbogen-st/9106497/,4.0,4.0
-118.16244499999999,34.510125,34599 Desert Rd,Single Family Residence,3254.0,67082.40000000001,2005.0,3057030025,1111306830.0,Los Angeles,49240-03,1.0,910804.0,27,LCA21*,2020-09-30,690000.0,760200.0,0,,2,2,,https://www.realtytrac.com/property/ca/acton/93510/34599-desert-rd/30125943/,4.0,3.0
-118.01331100000002,34.116504,2652 Doolittle Ave,Single Family Residence,872.0,5418.0,1950.0,5791005013,1111306961.0,Los Angeles,16091,4.0,431400.0,13,LCRA*,2020-09-30,645000.0,610500.0,0,Low,4,1,Above Average,https://www.realtytrac.com/property/ca/arcadia/91006/2652-doolittle-ave/16534097/,2.0,1.0
-118.158327,33.956723,6032 Buell St,"Triplex (3 units, any combination)",1991.0,5322.0,1949.0,6230026003,1111306998.0,Los Angeles,10878,2.0,534203.0,2,BGR3*,2020-09-30,650000.0,722000.0,11,Moderate,18,1,Average,https://www.realtytrac.com/property/ca/bell/90201/6032-buell-st/28419485/,6.0,3.0
-118.242971,34.688237,44319 63rd St W,Single Family Residence,1588.0,6929.0,1992.0,3203040047,1111307422.0,Los Angeles,50101,1.0,901205.0,47,LCA22*,2020-09-30,340000.0,344200.0,2,Moderate,2,2,Average,https://www.realtytrac.com/property/ca/lancaster/93536/44319-63rd-st-w/19898182/,4.0,2.0
-118.466575,34.43185,18948 Basel St,Single Family Residence,1400.0,7516.0,1968.0,2802032009,1111307508.0,Los Angeles,27493,1.0,920034.0,120,SCUR2,2020-09-30,570000.0,550100.0,4,Low,5,1,Excellent,https://www.realtytrac.com/property/ca/canyon-country/91351/18948-basel-st/24314593/,3.0,2.0
-118.635255,34.147386,4304 Park Fortuna,Planned Unit Development (PUD),2657.0,7701.0,1976.0,2068021012,1111308229.0,Los Angeles,29385,2.0,800204.0,12,LCRPD12U*,2020-09-30,1220000.0,1343000.0,0,Very Low,2,1,Above Average,https://www.realtytrac.com/property/ca/calabasas/91302/4304-park-fortuna/154382542/,4.0,4.0
-118.44338300000001,33.999151,3794 Rosewood Ave,Apartment house (5+ units),5885.0,6003.0,1957.0,4245019001,1111308409.0,Los Angeles,6636,5.0,272100.0,31,LAR3,2020-09-30,2559500.0,1485000.0,2,Slightly High,7,1,Average,https://www.realtytrac.com/property/ca/los-angeles/90066/3794-rosewood-ave/154537156/,10.0,8.0
-118.369759,34.078716,418 N Sweetzer Ave,Single Family Residence,5136.0,6500.0,2019.0,5514004039,1111308647.0,Los Angeles,4353,2.0,194500.0,11,LAR1,2020-09-30,5123000.0,2442000.0,2,Slightly High,6,1,Average,https://www.realtytrac.com/property/ca/west-hollywood/90048/418-n-sweetzer-ave/154763766/,6.0,7.0
-118.29600500000001,34.1111,2221 N Catalina St,Single Family Residence,5413.0,10502.0,1930.0,5588009015,1111308862.0,Los Angeles,3733,1.0,189202.0,44,LARE11,2020-09-30,3855000.0,2154000.0,2,Slightly High,2,1,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90027/2221-n-catalina-st/5090349/,7.0,5.0
-118.15940400000001,33.872263000000004,2820 E 65th St,Apartment house (5+ units),3100.0,5393.0,1955.0,7120006006,1111309187.0,Los Angeles,6807,2.0,570204.0,6,LBR1N,2020-09-30,1400000.0,561000.0,20,Slightly High,27,2,Poor,https://www.realtytrac.com/property/ca/long-beach/90805/2820-e-65th-st/154861336/,6.0,6.0
-118.166203,34.618666999999995,40525 20th St W,Single Family Residence,1848.0,87991.2,1975.0,3001018023,1111309687.0,Los Angeles,,2.0,910202.0,97,LCA22*,2020-09-30,560000.0,568600.0,0,Moderate,3,1,Above Average,https://www.realtytrac.com/property/ca/palmdale/93551/40525-20th-st-w/154468223/,3.0,3.0
-118.436567,33.994477,4043 Moore St,Single Family Residence,1286.0,4951.0,1924.0,4230029018,1111310556.0,Los Angeles,7147,1.0,275400.0,229,LAR1,2020-09-30,1476000.0,1562000.0,5,Slightly High,15,1,Average,https://www.realtytrac.com/property/ca/los-angeles/90066/4043-moore-st/44051461/,3.0,2.0
-118.442249,34.002179,3731 Moore St,Single Family Residence,1367.0,5754.0,1927.0,4245016006,1111310560.0,Los Angeles,7626,3.0,272100.0,247,LAR1,2020-09-30,1536500.0,1553000.0,2,Slightly High,8,1,Average,https://www.realtytrac.com/property/ca/los-angeles/90066/3731-moore-st/52034843/,2.0,1.0
-118.53721399999999,34.278263,18543 Asuncion St,Single Family Residence,2416.0,7700.0,1965.0,2872017001,1111311089.0,Los Angeles,28661,1.0,108101.0,51,LARS,2020-09-30,905000.0,818700.0,3,,3,1,Above Average,https://www.realtytrac.com/property/ca/northridge/91326/18543-asuncion-st/24697709/,4.0,3.0
-118.37728700000001,33.914875,5550 Strand # 101,Condominium,2040.0,18549.0,2014.0,4145047133,1111311093.0,Los Angeles,THREE SIXTY/SOUTH BAY/TOWNES P,3.0,602302.0,5,ESCM*,2020-09-30,1085000.0,1010000.0,0,Slightly High,17,1,Average,https://www.realtytrac.com/property/ca/hawthorne/90250/5550-strand-101/252035665/,4.0,4.0
-118.216618,34.107738,4127 Sea View Ave,Residential - Vacant Land,,15020.0,,5464007010,1111311431.0,Los Angeles,343,1.0,185100.0,20,LARE11,2020-09-30,298000.0,1609000.0,13,Slightly High,3,1,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90065/4127-sea-view-ave/223577939/,,
-118.40324199999999,34.025312,3652 Empire Dr,Single Family Residence,1221.0,5475.0,1925.0,4313004018,1111312130.0,Los Angeles,5274,1.0,269906.0,74,LAR3,2020-09-30,1274000.0,1417000.0,2,Slightly High,6,1,Above Average,https://www.realtytrac.com/property/ca/los-angeles/90034/3652-empire-dr/52779071/,2.0,1.0
,,20565 Wood Rose Ct,Residential - Vacant Land,,,,2701102030,1111312439.0,Los Angeles,,,,185,LARE,2020-09-30,1394500.0,,0,,1,0,,https://www.realtytrac.com/property/ca/porter-ranch/91326/20565-wood-rose-ct/328286462/,,
,,549 Daniel Freeman Cir,Parcel Number,,,,4015024028,1111312637.0,Los Angeles,,,,,RealtyTracPropertyID:1111312637,2020-09-30,960000.0,,0,Moderately High,2,1,,https://www.realtytrac.com/property/ca/inglewood/90301/549-daniel-freeman-cir/328287346/,,
-118.267046,33.999492,474 E 48th St,Single Family Residence,1845.0,5480.0,1909.0,5109020039,1111326540.0,Los Angeles,J T BURTONS SOUTH PARK,1.0,229300.0,42,LAR2,,,455100.0,86,Slightly High,39,1,Poor,https://www.realtytrac.com/property/ca/los-angeles/90011/474-e-48th-st/140602173/,3.0,3.0
-118.30445900000001,34.185434,559 E Olive Ave,Apartment house (5+ units),36590.4,23086.800000000003,1988.0,2455022035,1111328735.0,Los Angeles,BURBANK,1.0,310702.0,3,BUR4*,2020-09-30,15625000.0,670000.0,0,Low,15,1,Excellent,https://www.realtytrac.com/property/ca/burbank/91501/559-e-olive-ave/154427410/,69.0,70.0
-118.557602,34.166942,19457 Collier St,Single Family Residence,2762.0,13976.0,1951.0,2163005012,1111331443.0,Los Angeles,13782,1.0,139402.0,1,LARA,2020-09-30,1100000.0,1313000.0,4,,3,1,Above Average,https://www.realtytrac.com/property/ca/tarzana/91356/19457-collier-st/154391520/,4.0,3.0
-118.307493,34.030722,2702 S Hobart Blvd,Single Family Residence,2022.0,6653.0,1909.0,5053013001,1111331876.0,Los Angeles,HALL CHAS VICTOR TR,2.0,222200.0,1,LAR1,2020-09-30,1185000.0,709200.0,38,Slightly High,8,1,Poor,https://www.realtytrac.com/property/ca/los-angeles/90018/2702-s-hobart-blvd/149291079/,3.0,1.0
-118.161464,33.803785999999995,2504 E Willow St # 208,Condominium,1143.0,322779.60000000003,1980.0,7214009073,1111334730.0,Los Angeles,34974,1.0,573403.0,1,SHCTC*,2020-09-30,427000.0,426900.0,6,Slightly High,32,1,Above Average,https://www.realtytrac.com/property/ca/signal-hill/90755/2504-e-willow-st-208/40280861/,2.0,2.0
-118.282677,33.747161,240 W Oliver St,Apartment house (5+ units),2464.0,5000.0,1923.0,7449004019,1111335276.0,Los Angeles,2312,2.0,296210.0,19,LAR2,2020-09-30,780000.0,833000.0,11,Very Low,8,2,Poor,https://www.realtytrac.com/property/ca/san-pedro/90731/240-w-oliver-st/43843487/,5.0,5.0
